,Date,Close
0,2017-11-01,10440.5
1,2017-11-02,10423.7998046875
2,2017-11-03,10452.5
3,2017-11-06,10451.7998046875
4,2017-11-07,10350.150390625
5,2017-11-08,10303.150390625
6,2017-11-09,10308.9501953125
7,2017-11-10,10321.75
8,2017-11-13,10224.9501953125
9,2017-11-14,10186.599609375
10,2017-11-15,10118.0498046875
11,2017-11-16,10214.75
12,2017-11-17,10283.599609375
13,2017-11-20,10298.75
14,2017-11-21,10326.900390625
15,2017-11-22,10342.2998046875
16,2017-11-23,10348.75
17,2017-11-24,10389.7001953125
18,2017-11-27,10399.5498046875
19,2017-11-28,10370.25
20,2017-11-29,10361.2998046875
21,2017-11-30,10226.5498046875
22,2017-12-01,10121.7998046875
23,2017-12-04,10127.75
24,2017-12-05,10118.25
25,2017-12-06,10044.099609375
26,2017-12-07,10166.7001953125
27,2017-12-08,10265.650390625
28,2017-12-11,10322.25
29,2017-12-12,10240.150390625
30,2017-12-13,10192.9501953125
31,2017-12-14,10252.099609375
32,2017-12-15,10333.25
33,2017-12-18,10388.75
34,2017-12-19,10463.2001953125
35,2017-12-20,10444.2001953125
36,2017-12-21,10440.2998046875
37,2017-12-22,10493.0
38,2017-12-26,10531.5
39,2017-12-27,10490.75
40,2017-12-28,10477.900390625
41,2017-12-29,10530.7001953125
42,2018-01-02,10442.2001953125
43,2018-01-03,10443.2001953125
44,2018-01-04,10504.7998046875
45,2018-01-05,10558.849609375
46,2018-01-08,10623.599609375
47,2018-01-09,10637.0
48,2018-01-10,10632.2001953125
49,2018-01-11,10651.2001953125
50,2018-01-12,10681.25
51,2018-01-15,10741.5498046875
52,2018-01-16,10700.4501953125
53,2018-01-17,10788.5498046875
54,2018-01-18,10817.0
55,2018-01-19,10894.7001953125
56,2018-01-22,10966.2001953125
57,2018-01-23,11083.7001953125
58,2018-01-24,11086.0
59,2018-01-25,11069.650390625
60,2018-01-29,11130.400390625
61,2018-01-30,11049.650390625
62,2018-01-31,11027.7001953125
63,2018-02-01,11016.900390625
64,2018-02-02,10760.599609375
65,2018-02-05,10666.5498046875
66,2018-02-06,10498.25
67,2018-02-07,10476.7001953125
68,2018-02-08,10576.849609375
69,2018-02-09,10454.9501953125
70,2018-02-12,10539.75
71,2018-02-14,10500.900390625
72,2018-02-15,10545.5
73,2018-02-16,10452.2998046875
74,2018-02-19,10378.400390625
75,2018-02-20,10360.400390625
76,2018-02-21,10397.4501953125
77,2018-02-22,10382.7001953125
78,2018-02-23,10491.0498046875
79,2018-02-26,10582.599609375
80,2018-02-27,10554.2998046875
81,2018-02-28,10492.849609375
82,2018-03-01,10458.349609375
83,2018-03-05,10358.849609375
84,2018-03-06,10249.25
85,2018-03-07,10154.2001953125
86,2018-03-08,10242.650390625
87,2018-03-09,10226.849609375
88,2018-03-12,10421.400390625
89,2018-03-13,10426.849609375
90,2018-03-14,10410.900390625
91,2018-03-15,10360.150390625
92,2018-03-16,10195.150390625
93,2018-03-19,10094.25
94,2018-03-20,10124.349609375
95,2018-03-21,10155.25
96,2018-03-22,10114.75
97,2018-03-23,9998.0498046875
98,2018-03-26,10130.650390625
99,2018-03-27,10184.150390625
100,2018-03-28,10113.7001953125
101,2018-04-02,10211.7998046875
102,2018-04-03,10245.0
103,2018-04-04,10128.400390625
104,2018-04-05,10325.150390625
105,2018-04-06,10331.599609375
106,2018-04-09,10379.349609375
107,2018-04-10,10402.25
108,2018-04-11,10417.150390625
109,2018-04-12,10458.650390625
110,2018-04-13,10480.599609375
111,2018-04-16,10528.349609375
112,2018-04-17,10548.7001953125
113,2018-04-18,10526.2001953125
114,2018-04-19,10565.2998046875
115,2018-04-20,10564.0498046875
116,2018-04-23,10584.7001953125
117,2018-04-24,10614.349609375
118,2018-04-25,10570.5498046875
119,2018-04-26,10617.7998046875
120,2018-04-27,10692.2998046875
121,2018-04-30,10739.349609375
122,2018-05-02,10718.0498046875
123,2018-05-03,10679.650390625
124,2018-05-04,10618.25
125,2018-05-07,10715.5
126,2018-05-08,10717.7998046875
127,2018-05-09,10741.7001953125
128,2018-05-10,10716.5498046875
129,2018-05-11,10806.5
130,2018-05-14,10806.599609375
131,2018-05-15,10801.849609375
132,2018-05-16,10741.099609375
133,2018-05-17,10682.7001953125
134,2018-05-18,10596.400390625
135,2018-05-21,10516.7001953125
136,2018-05-22,10536.7001953125
137,2018-05-23,10430.349609375
138,2018-05-24,10513.849609375
139,2018-05-25,10605.150390625
140,2018-05-28,10688.650390625
141,2018-05-29,10633.2998046875
142,2018-05-30,10614.349609375
143,2018-05-31,10736.150390625
144,2018-06-01,10696.2001953125
145,2018-06-04,10628.5
146,2018-06-05,10593.150390625
147,2018-06-06,10684.650390625
148,2018-06-07,10768.349609375
149,2018-06-08,10767.650390625
150,2018-06-11,10786.9501953125
151,2018-06-12,10842.849609375
152,2018-06-13,10856.7001953125
153,2018-06-14,10808.0498046875
154,2018-06-15,10817.7001953125
155,2018-06-18,10799.849609375
156,2018-06-19,10710.4501953125
157,2018-06-20,10772.0498046875
158,2018-06-21,10741.099609375
159,2018-06-22,10821.849609375
160,2018-06-25,10762.4501953125
161,2018-06-26,10769.150390625
162,2018-06-27,10671.400390625
163,2018-06-28,10589.099609375
164,2018-06-29,10714.2998046875
165,2018-07-02,10657.2998046875
166,2018-07-03,10699.900390625
167,2018-07-04,10769.900390625
168,2018-07-05,10749.75
169,2018-07-06,10772.650390625
170,2018-07-09,10852.900390625
171,2018-07-10,10947.25
172,2018-07-11,10948.2998046875
173,2018-07-12,11023.2001953125
174,2018-07-13,11018.900390625
175,2018-07-16,10936.849609375
176,2018-07-17,11008.0498046875
177,2018-07-18,10980.4501953125
178,2018-07-19,10957.099609375
179,2018-07-20,11010.2001953125
180,2018-07-23,11084.75
181,2018-07-24,11134.2998046875
182,2018-07-25,11132.0
183,2018-07-26,11167.2998046875
184,2018-07-27,11278.349609375
185,2018-07-30,11319.5498046875
186,2018-07-31,11356.5
187,2018-08-01,11346.2001953125
188,2018-08-02,11244.7001953125
189,2018-08-03,11360.7998046875
190,2018-08-06,11387.099609375
191,2018-08-07,11389.4501953125
192,2018-08-08,11450.0
193,2018-08-09,11470.7001953125
194,2018-08-10,11429.5
195,2018-08-13,11355.75
196,2018-08-14,11435.099609375
197,2018-08-16,11385.0498046875
198,2018-08-17,11470.75
199,2018-08-20,11551.75
200,2018-08-21,11570.900390625
201,2018-08-23,11582.75
202,2018-08-24,11557.099609375
203,2018-08-27,11691.9501953125
204,2018-08-28,11738.5
205,2018-08-29,11691.900390625
206,2018-08-30,11676.7998046875
207,2018-08-31,11680.5
208,2018-09-03,11582.349609375
209,2018-09-04,11520.2998046875
210,2018-09-05,11476.9501953125
211,2018-09-06,11536.900390625
212,2018-09-07,11589.099609375
213,2018-09-10,11438.099609375
214,2018-09-11,11287.5
215,2018-09-12,11369.900390625
216,2018-09-14,11515.2001953125
217,2018-09-17,11377.75
218,2018-09-18,11278.900390625
219,2018-09-19,11234.349609375
220,2018-09-21,11143.099609375
221,2018-09-24,10967.400390625
222,2018-09-25,11067.4501953125
223,2018-09-26,11053.7998046875
224,2018-09-27,10977.5498046875
225,2018-09-28,10930.4501953125
226,2018-10-01,11008.2998046875
227,2018-10-03,10858.25
228,2018-10-04,10599.25
229,2018-10-05,10316.4501953125
230,2018-10-08,10348.0498046875
231,2018-10-09,10301.0498046875
232,2018-10-10,10460.099609375
233,2018-10-11,10234.650390625
234,2018-10-12,10472.5
235,2018-10-15,10512.5
236,2018-10-16,10584.75
237,2018-10-17,10453.0498046875
238,2018-10-19,10303.5498046875
239,2018-10-22,10245.25
240,2018-10-23,10146.7998046875
241,2018-10-24,10224.75
242,2018-10-25,10124.900390625
243,2018-10-26,10030.0
244,2018-10-29,10250.849609375
245,2018-10-30,10198.400390625
246,2018-10-31,10386.599609375
247,2018-11-01,10380.4501953125
248,2018-11-02,10553.0
249,2018-11-05,10524.0
250,2018-11-06,10530.0
251,2018-11-07,10598.400390625
252,2018-11-09,10585.2001953125
253,2018-11-12,10482.2001953125
254,2018-11-13,10582.5
255,2018-11-14,10576.2998046875
256,2018-11-15,10616.7001953125
257,2018-11-16,10682.2001953125
258,2018-11-19,10763.400390625
259,2018-11-20,10656.2001953125
260,2018-11-21,10600.0498046875
261,2018-11-22,10526.75
262,2018-11-26,10628.599609375
263,2018-11-27,10685.599609375
264,2018-11-28,10728.849609375
265,2018-11-29,10858.7001953125
266,2018-11-30,10876.75
267,2018-12-03,10883.75
268,2018-12-04,10869.5
269,2018-12-05,10782.900390625
270,2018-12-06,10601.150390625
271,2018-12-07,10693.7001953125
272,2018-12-10,10488.4501953125
273,2018-12-11,10549.150390625
274,2018-12-12,10737.599609375
275,2018-12-13,10791.5498046875
276,2018-12-14,10805.4501953125
277,2018-12-17,10888.349609375
278,2018-12-18,10908.7001953125
279,2018-12-19,10967.2998046875
280,2018-12-20,10951.7001953125
281,2018-12-21,10754.0
282,2018-12-24,10663.5
283,2018-12-26,10729.849609375
284,2018-12-27,10779.7998046875
285,2018-12-28,10859.900390625
286,2018-12-31,10862.5498046875
287,2019-01-02,10792.5
288,2019-01-03,10672.25
289,2019-01-04,10727.349609375
290,2019-01-07,10771.7998046875
291,2019-01-08,10802.150390625
292,2019-01-09,10855.150390625
293,2019-01-10,10821.599609375
294,2019-01-11,10794.9501953125
295,2019-01-14,10737.599609375
296,2019-01-15,10886.7998046875
297,2019-01-16,10890.2998046875
298,2019-01-17,10905.2001953125
299,2019-01-18,10906.9501953125
300,2019-01-21,10961.849609375
301,2019-01-22,10922.75
302,2019-01-23,10831.5
303,2019-01-24,10849.7998046875
304,2019-01-25,10780.5498046875
305,2019-01-28,10661.5498046875
306,2019-01-29,10652.2001953125
307,2019-01-30,10651.7998046875
308,2019-01-31,10830.9501953125
309,2019-02-01,10893.650390625
310,2019-02-04,10912.25
311,2019-02-05,10934.349609375
312,2019-02-06,11062.4501953125
313,2019-02-07,11069.400390625
314,2019-02-08,10943.599609375
315,2019-02-11,10888.7998046875
316,2019-02-12,10831.400390625
317,2019-02-14,10746.0498046875
318,2019-02-15,10724.400390625
319,2019-02-18,10640.9501953125
320,2019-02-19,10604.349609375
321,2019-02-20,10735.4501953125
322,2019-02-21,10789.849609375
323,2019-02-22,10791.650390625
324,2019-02-25,10880.099609375
325,2019-02-26,10835.2998046875
326,2019-02-27,10806.650390625
327,2019-02-28,10792.5
328,2019-03-01,10863.5
329,2019-03-05,10987.4501953125
330,2019-03-06,11053.0
331,2019-03-07,11058.2001953125
332,2019-03-08,11035.400390625
333,2019-03-11,11168.0498046875
334,2019-03-12,11301.2001953125
335,2019-03-13,11341.7001953125
336,2019-03-14,11343.25
337,2019-03-15,11426.849609375
338,2019-03-18,11462.2001953125
339,2019-03-19,11532.400390625
340,2019-03-20,11521.0498046875
341,2019-03-22,11456.900390625
342,2019-03-25,11354.25
343,2019-03-26,11483.25
344,2019-03-27,11445.0498046875
345,2019-03-28,11570.0
346,2019-04-01,11669.150390625
347,2019-04-02,11713.2001953125
348,2019-04-03,11643.9501953125
349,2019-04-04,11598.0
350,2019-04-05,11665.9501953125
351,2019-04-08,11604.5
352,2019-04-09,11671.9501953125
353,2019-04-10,11584.2998046875
354,2019-04-11,11596.7001953125
355,2019-04-12,11643.4501953125
356,2019-04-15,11690.349609375
357,2019-04-16,11787.150390625
358,2019-04-18,11752.7998046875
359,2019-04-22,11594.4501953125
360,2019-04-23,11575.9501953125
361,2019-04-24,11726.150390625
362,2019-04-25,11641.7998046875
363,2019-04-26,11754.650390625
364,2019-04-30,11748.150390625
365,2019-05-02,11724.75
366,2019-05-03,11712.25
367,2019-05-06,11598.25
368,2019-05-07,11497.900390625
369,2019-05-08,11359.4501953125
370,2019-05-09,11301.7998046875
371,2019-05-10,11278.900390625
372,2019-05-13,11148.2001953125
373,2019-05-14,11222.0498046875
374,2019-05-15,11157.0
375,2019-05-16,11257.099609375
376,2019-05-17,11407.150390625
377,2019-05-20,11828.25
378,2019-05-21,11709.099609375
379,2019-05-22,11737.900390625
380,2019-05-23,11657.0498046875
381,2019-05-24,11844.099609375
382,2019-05-27,11924.75
383,2019-05-28,11928.75
384,2019-05-29,11861.099609375
385,2019-05-30,11945.900390625
386,2019-05-31,11922.7998046875
387,2019-06-03,12088.5498046875
